id,id_vente,prix_total,date_vente,qte_medicament,medicament
7741,3485,114240,2017-04-06 00:00:00,21,33
7740,3823,40885,2016-02-20 00:00:00,37,73
7739,3726,177800,2017-01-11 00:00:00,40,17
7738,3388,47352,2016-02-01 00:00:00,24,91
7737,3609,21890,2016-06-14 00:00:00,11,39
7736,3580,294920,2017-04-17 00:00:00,40,60
7735,3355,138180,2017-01-01 00:00:00,20,68
7734,3195,173568,2017-03-06 00:00:00,24,90
7733,3456,67263,2017-09-27 00:00:00,7,48
7732,3294,240744,2017-03-14 00:00:00,28,30
7731,3986,200361,2017-06-26 00:00:00,29,68
7730,3870,97482,2016-09-13 00:00:00,14,89
7729,3994,258356,2017-03-28 00:00:00,28,6
7728,3713,19584,2017-11-17 00:00:00,12,78
7727,3195,32,2017-11-24 00:00:00,32,93
7726,3344,260493,2016-07-15 00:00:00,31,49
7725,3993,103155,2017-02-28 00:00:00,15,28
7724,3756,275688,2017-07-28 00:00:00,36,31
7723,3207,292332,2016-10-08 00:00:00,34,30
7722,3399,246582,2017-03-30 00:00:00,38,24
7721,3379,54396,2016-06-20 00:00:00,12,56
7720,3661,307755,2016-03-21 00:00:00,35,26
7719,3976,102399,2016-10-19 00:00:00,11,66
7718,3734,33180,2016-06-19 00:00:00,12,5
7717,3038,216522,2016-08-27 00:00:00,23,7
7716,3391,38710,2017-06-26 00:00:00,14,5
7715,3974,187488,2017-09-24 00:00:00,21,20
7714,3400,86604,2017-12-18 00:00:00,28,16
7713,3420,48114,2016-07-26 00:00:00,6,3
7712,3737,247876,2017-09-30 00:00:00,31,21
7711,3463,47064,2016-01-31 00:00:00,12,52
7710,3207,269052,2017-07-29 00:00:00,28,48
7709,3570,188895,2017-04-25 00:00:00,21,54
7708,3457,279411,2016-01-06 00:00:00,33,59
7707,3185,84175,2016-04-12 00:00:00,13,10
7706,3336,75889,2017-10-08 00:00:00,11,64
7705,3625,139635,2016-12-19 00:00:00,15,66
7704,3316,242109,2016-10-03 00:00:00,27,47
7703,3955,86784,2017-12-20 00:00:00,12,90
7702,3181,195264,2017-11-24 00:00:00,27,90
7701,3061,111600,2017-03-04 00:00:00,30,57
7700,3067,21520,2016-04-29 00:00:00,8,32
7699,3456,41778,2016-03-13 00:00:00,6,89
7698,3077,67250,2017-11-14 00:00:00,25,32
7697,3964,21651,2016-03-05 00:00:00,7,16
7696,3645,96180,2017-03-15 00:00:00,20,9
7695,3239,18785,2016-07-05 00:00:00,17,73
7694,3163,139802,2016-12-08 00:00:00,26,41
7693,3251,125341,2016-07-31 00:00:00,17,60
7692,3770,35430,2016-12-23 00:00:00,15,43
7691,3956,202994,2017-08-19 00:00:00,22,6
7690,3135,241222,2016-09-14 00:00:00,29,8
7689,3364,144879,2016-03-08 00:00:00,21,64
7688,3015,304722,2016-12-27 00:00:00,38,3
7687,3319,43752,2017-09-30 00:00:00,6,71
7686,3602,188556,2017-03-24 00:00:00,38,44
7685,3708,286595,2017-08-28 00:00:00,31,4
7684,3534,35590,2017-02-04 00:00:00,5,77
7683,3501,286936,2017-09-23 00:00:00,31,13
7682,3456,249984,2017-10-16 00:00:00,28,20
7681,3278,89760,2017-02-20 00:00:00,10,67
7680,3581,77042,2016-09-11 00:00:00,14,45
7679,3612,43095,2016-04-02 00:00:00,39,73
7678,3836,194390,2016-08-26 00:00:00,35,76
7677,3421,134505,2017-02-23 00:00:00,15,47
7676,3130,38490,2017-05-26 00:00:00,5,37
7675,3884,295852,2016-09-08 00:00:00,37,21
7674,3775,72320,2016-10-31 00:00:00,10,90
7673,3724,136332,2016-05-12 00:00:00,21,86
7672,3908,137795,2016-08-04 00:00:00,31,17
7671,3294,46545,2016-08-26 00:00:00,5,66
7670,3636,195840,2016-03-28 00:00:00,36,33
7669,3893,89316,2017-10-12 00:00:00,18,44
7668,3377,124446,2016-07-15 00:00:00,21,88
7667,3885,272800,2016-03-31 00:00:00,40,82
7666,3176,38521,2016-10-31 00:00:00,7,45
7665,3053,116042,2016-05-11 00:00:00,17,34
7664,3256,69282,2016-12-20 00:00:00,9,37
7663,3821,168714,2016-06-02 00:00:00,26,24
7662,3484,192186,2016-11-02 00:00:00,27,77
7661,3164,39780,2016-06-02 00:00:00,36,73
7660,3042,233712,2016-03-26 00:00:00,36,86
7659,3750,341680,2016-02-07 00:00:00,40,27
7658,3699,359800,2017-02-26 00:00:00,40,54
7657,3375,50245,2017-11-08 00:00:00,13,19
7656,3978,30930,2017-02-10 00:00:00,10,16
7655,3828,100440,2017-11-17 00:00:00,27,57
7654,3943,141440,2016-01-06 00:00:00,26,33
7653,3302,175912,2016-05-25 00:00:00,22,21
7652,3543,91086,2016-08-31 00:00:00,19,84
7651,3991,201552,2016-11-05 00:00:00,34,29
7650,3900,84150,2017-07-15 00:00:00,10,65
7649,3460,202496,2017-09-13 00:00:00,28,90
7648,3501,75627,2017-12-01 00:00:00,9,49
7647,3602,98736,2017-10-06 00:00:00,11,67
7646,3354,82964,2017-07-02 00:00:00,14,88
7645,3572,140888,2017-08-06 00:00:00,22,74
7644,3484,141778,2017-11-28 00:00:00,26,51
7643,3357,326706,2017-03-20 00:00:00,34,48
7642,3167,276768,2017-05-05 00:00:00,31,20
7641,3145,256248,2017-09-02 00:00:00,36,77
7640,3164,63968,2016-07-26 00:00:00,8,21
7639,3599,251662,2017-10-01 00:00:00,29,87
7638,3448,232725,2016-06-03 00:00:00,25,66
7637,3807,272580,2016-11-08 00:00:00,30,22
7636,3958,71640,2017-01-28 00:00:00,36,39
7635,3979,305085,2016-04-19 00:00:00,33,4
7634,3672,124460,2017-04-27 00:00:00,28,17
7633,3964,39184,2017-07-08 00:00:00,31,69
7632,3954,20200,2016-11-01 00:00:00,10,23
7631,3301,100989,2017-08-14 00:00:00,21,9
7630,3254,137540,2016-02-25 00:00:00,20,28
7629,3755,40920,2017-08-03 00:00:00,6,82
7628,3561,280174,2016-08-20 00:00:00,38,60
7627,3362,130026,2016-03-07 00:00:00,39,55
7626,3192,51350,2016-01-02 00:00:00,25,0
7625,3341,153894,2017-03-20 00:00:00,39,70
7624,3023,126480,2017-03-29 00:00:00,34,57
7623,3706,121006,2016-06-08 00:00:00,17,77
7622,3820,241815,2016-08-08 00:00:00,35,68
7621,3132,115940,2016-08-18 00:00:00,17,82
7620,3653,62517,2016-08-07 00:00:00,13,9
7619,3929,92560,2017-03-19 00:00:00,10,13
7618,3237,206970,2016-11-05 00:00:00,30,64
7617,3214,20200,2016-10-05 00:00:00,10,23
7616,3256,59520,2017-09-21 00:00:00,16,57
7615,3580,163590,2017-03-28 00:00:00,30,51
7614,3240,189156,2017-10-07 00:00:00,22,30
7613,3277,16670,2017-07-10 00:00:00,5,55
7612,3241,118769,2017-05-31 00:00:00,19,12
7611,3160,129048,2016-08-05 00:00:00,24,41
7610,3082,287840,2016-04-17 00:00:00,32,54
7609,3559,154833,2016-05-30 00:00:00,21,60
7608,3644,283680,2017-12-26 00:00:00,32,62
7607,3222,357120,2017-08-30 00:00:00,40,20
7606,3629,13930,2017-10-03 00:00:00,7,39
7605,3664,163353,2016-06-02 00:00:00,17,48
7604,3769,76760,2017-10-13 00:00:00,38,23
7603,3840,110607,2016-03-19 00:00:00,23,9
7602,3180,46548,2017-12-14 00:00:00,27,83
7601,3567,174667,2017-08-21 00:00:00,29,25
7600,3386,104338,2017-07-02 00:00:00,26,58
7599,3164,129840,2017-08-18 00:00:00,20,86
7598,3902,142450,2017-07-27 00:00:00,22,10
7597,3616,168300,2016-09-11 00:00:00,20,65
7596,3091,197694,2017-03-05 00:00:00,21,7
7595,3123,71180,2016-05-24 00:00:00,10,77
7594,3874,144468,2016-07-25 00:00:00,36,58
7593,3237,8,2016-09-02 00:00:00,8,93
7592,3274,135975,2016-01-06 00:00:00,21,10
7591,3181,207529,2016-05-31 00:00:00,23,40
7590,3520,336120,2016-11-14 00:00:00,40,49
7589,3820,61860,2016-07-08 00:00:00,20,16
7588,3208,215544,2017-06-06 00:00:00,28,37
7587,3429,278226,2016-03-25 00:00:00,39,18
7586,3709,43281,2016-03-10 00:00:00,9,9
7585,3022,102305,2017-02-05 00:00:00,37,5
7584,3062,36,2016-09-05 00:00:00,36,93
7583,3615,90365,2017-09-04 00:00:00,11,35
7582,3961,34272,2017-09-25 00:00:00,21,78
7581,3764,94578,2016-08-19 00:00:00,11,30
7580,3446,96090,2017-10-07 00:00:00,10,48
7579,3986,149481,2017-11-14 00:00:00,17,26
7578,3286,70818,2017-05-17 00:00:00,33,46
7577,3251,62510,2017-09-03 00:00:00,10,12
7576,3502,90365,2017-07-22 00:00:00,11,35
7575,3818,66960,2017-12-27 00:00:00,18,57
7574,3610,62230,2017-03-09 00:00:00,14,17
7573,3653,82150,2017-07-21 00:00:00,10,35
7572,3931,57204,2017-06-07 00:00:00,7,2
7571,3054,89817,2016-10-27 00:00:00,13,68
7570,3364,55300,2017-08-13 00:00:00,20,5
7569,3252,199632,2017-12-16 00:00:00,24,8
7568,3613,307766,2016-08-23 00:00:00,37,8
7567,3863,100016,2016-11-22 00:00:00,16,12
7566,3074,208494,2016-02-26 00:00:00,26,3
7565,3609,39730,2016-08-26 00:00:00,10,38
7564,3125,80190,2016-05-13 00:00:00,10,3
7563,3611,360555,2017-02-07 00:00:00,39,4
7562,3184,134505,2017-12-30 00:00:00,15,47
7561,3544,231192,2017-12-06 00:00:00,39,29
7560,3600,214107,2016-03-10 00:00:00,23,66
7559,3737,216192,2017-08-08 00:00:00,24,79
7558,3071,110384,2016-04-21 00:00:00,16,64
7557,3174,78320,2016-11-12 00:00:00,8,42
7556,3532,124110,2017-11-10 00:00:00,14,62
7555,3993,37920,2016-06-04 00:00:00,30,69
7554,3553,145089,2016-01-28 00:00:00,21,68
7553,3552,224875,2017-04-17 00:00:00,25,54
7552,3524,68260,2017-09-30 00:00:00,10,34
7551,3087,352906,2016-05-23 00:00:00,38,81
7550,3542,132429,2017-09-30 00:00:00,33,58
7549,3578,104910,2017-03-08 00:00:00,39,32
7548,3753,295911,2016-02-26 00:00:00,33,47
7547,3512,8625,2017-01-03 00:00:00,5,80
7546,3568,269010,2016-09-29 00:00:00,30,47
7545,3635,248724,2016-02-14 00:00:00,36,68
7544,3321,187924,2017-05-22 00:00:00,22,27
7543,3858,286578,2016-05-31 00:00:00,29,50
7542,3409,207529,2017-07-27 00:00:00,23,40
7541,3213,39800,2017-02-24 00:00:00,20,39
7540,3158,316548,2016-07-07 00:00:00,36,26
7539,3534,158907,2016-12-28 00:00:00,23,68
7538,3055,175313,2016-06-13 00:00:00,19,6
7537,3548,22665,2016-04-06 00:00:00,5,56
7536,3301,199594,2016-11-24 00:00:00,23,87
7535,3675,190916,2017-03-13 00:00:00,22,87
7534,3469,207950,2016-05-26 00:00:00,25,8
7533,3729,42330,2016-08-05 00:00:00,15,53
7532,3627,51507,2017-11-02 00:00:00,9,92
7531,3527,67082,2017-10-18 00:00:00,34,91
7530,3717,181320,2017-01-16 00:00:00,40,56
7529,3944,20004,2016-01-25 00:00:00,6,55
7528,3947,87956,2017-12-25 00:00:00,11,21
7527,3717,62230,2017-03-19 00:00:00,14,17
7526,3540,75012,2016-09-03 00:00:00,12,12
7525,3287,174678,2017-02-26 00:00:00,21,8
7524,3365,158697,2016-04-04 00:00:00,33,9
7523,3844,154128,2016-07-19 00:00:00,26,29
7522,3508,65670,2016-03-26 00:00:00,33,39
7521,3908,6630,2016-11-16 00:00:00,6,73
7520,3926,252644,2016-05-27 00:00:00,28,40
7519,3563,47424,2017-01-13 00:00:00,8,29
7518,3214,228920,2017-07-30 00:00:00,40,92
7517,3474,308924,2017-04-29 00:00:00,34,22
7516,3079,268030,2017-10-09 00:00:00,35,31
7515,2997,177950,2017-05-06 00:00:00,25,77
7514,3497,146685,2017-03-09 00:00:00,33,17
7513,3226,81912,2016-10-14 00:00:00,12,34
7512,3434,192360,2017-10-18 00:00:00,40,9
7511,3476,116571,2017-01-22 00:00:00,13,47
7510,3810,100742,2016-06-12 00:00:00,17,88
7509,3864,148581,2017-07-04 00:00:00,27,45
7508,3234,121017,2017-03-08 00:00:00,13,66
7507,3810,259388,2017-03-17 00:00:00,38,34
7506,3239,336120,2017-08-15 00:00:00,40,49
7505,3115,53340,2017-12-26 00:00:00,12,17
7504,3920,213408,2017-03-02 00:00:00,36,29
7503,3544,114441,2016-01-20 00:00:00,37,16
7502,3519,62752,2017-05-01 00:00:00,16,52
7501,3396,110724,2017-08-01 00:00:00,12,6
7500,3786,63462,2016-08-12 00:00:00,14,56
7499,3154,162996,2017-08-24 00:00:00,34,84
7498,3626,336600,2017-10-11 00:00:00,40,65
7497,3006,220658,2017-03-27 00:00:00,31,77
7496,3120,159920,2016-03-08 00:00:00,20,21
7495,3530,75627,2016-07-13 00:00:00,9,49
7494,3719,120024,2017-10-13 00:00:00,36,55
7493,3458,133920,2016-05-08 00:00:00,15,20
7492,3855,176787,2016-10-14 00:00:00,39,56
7491,3252,21890,2016-11-22 00:00:00,11,39
7490,3831,233870,2016-03-04 00:00:00,26,54
7489,3035,143005,2016-05-16 00:00:00,37,19
7488,3806,34815,2017-09-02 00:00:00,5,89
7487,3301,227150,2016-08-11 00:00:00,25,22
7486,3796,31600,2016-03-11 00:00:00,25,69
7485,3406,192618,2016-12-14 00:00:00,27,18
7484,3143,192186,2016-08-06 00:00:00,27,77
7483,3721,71890,2016-03-27 00:00:00,35,0
7482,3002,86780,2016-09-06 00:00:00,10,87
7481,3979,63774,2016-06-12 00:00:00,27,43
7480,3357,84357,2016-11-13 00:00:00,13,24
7479,3542,13800,2017-03-26 00:00:00,8,80
7478,3422,266176,2016-06-05 00:00:00,32,8
7477,3133,73960,2016-04-24 00:00:00,8,4
7476,3177,211332,2017-04-12 00:00:00,33,74
7475,3860,54396,2017-06-01 00:00:00,12,56
7474,3066,108220,2016-07-26 00:00:00,28,19
7473,3211,234566,2017-04-10 00:00:00,34,64
7472,3314,96726,2017-02-17 00:00:00,14,68
7471,3857,176220,2016-08-21 00:00:00,18,42
7470,3369,57942,2017-04-19 00:00:00,27,46
7469,3323,39696,2016-01-16 00:00:00,8,44
7468,3300,22220,2017-05-16 00:00:00,11,23
7467,3135,53618,2016-01-14 00:00:00,19,53
7466,2013,287245,2019-06-29 00:00:00,29,2
7465,2398,210188,2019-06-18 00:00:00,44,92
7464,2935,194670,2019-06-06 00:00:00,30,24
7463,2180,283638,2019-06-13 00:00:00,41,18
7462,2166,94757,2019-06-06 00:00:00,13,7
7461,2156,147880,2019-06-11 00:00:00,40,71
7460,2767,86880,2019-06-16 00:00:00,12,58
7459,2553,118065,2019-06-05 00:00:00,15,10
7458,2632,47770,2019-06-25 00:00:00,10,92
7457,2124,226067,2019-06-13 00:00:00,23,35
7456,2043,163921,2019-06-09 00:00:00,23,12
7455,2548,122850,2019-06-11 00:00:00,39,51
7454,2815,94452,2019-06-01 00:00:00,12,10
7453,2340,241632,2019-06-27 00:00:00,32,22
7452,2463,288304,2019-06-16 00:00:00,37,0
7451,2169,359128,2019-06-19 00:00:00,44,30
7450,2162,255966,2019-06-08 00:00:00,37,18
7449,2663,96902,2019-06-24 00:00:00,13,55
7448,2726,94424,2019-06-07 00:00:00,44,46
7447,2407,62388,2019-06-23 00:00:00,18,1
7446,2306,81590,2019-06-03 00:00:00,41,39
7445,2925,35784,2019-06-08 00:00:00,14,86
7444,2563,345136,2019-06-17 00:00:00,37,17
7443,2754,40209,2019-06-13 00:00:00,13,16
7442,2661,344960,2019-06-19 00:00:00,40,89
7441,2329,241472,2019-06-10 00:00:00,28,89
7440,2149,188181,2019-06-18 00:00:00,29,24
7439,2757,153595,2019-06-29 00:00:00,17,69
7438,2003,151020,2019-06-10 00:00:00,20,22
7437,2175,119264,2019-06-06 00:00:00,16,55
7436,2507,85031,2019-06-13 00:00:00,23,71
7435,2429,422647,2019-06-08 00:00:00,43,35
7434,2324,221376,2019-06-09 00:00:00,32,18
7433,2900,139185,2019-06-26 00:00:00,45,16
7432,2620,300880,2019-06-26 00:00:00,40,40
7431,2869,88528,2019-06-19 00:00:00,22,81
7430,2174,13020,2019-06-29 00:00:00,10,9
7429,2197,302940,2019-06-01 00:00:00,36,65
7428,2596,81198,2019-06-05 00:00:00,26,15
7427,2070,92412,2019-06-13 00:00:00,17,3
7426,2244,79443,2019-06-26 00:00:00,13,80
7425,2109,96804,2019-06-11 00:00:00,12,44
7424,2879,126180,2019-06-05 00:00:00,15,5
7423,2431,151596,2019-06-10 00:00:00,18,29
7422,2222,44100,2019-06-15 00:00:00,14,51
7421,2871,38126,2019-06-15 00:00:00,11,1
7420,2984,225876,2019-06-10 00:00:00,28,44
7419,2543,126330,2019-06-12 00:00:00,15,29
7418,2133,359128,2019-06-23 00:00:00,44,30
7417,2326,285836,2019-06-03 00:00:00,38,40
7416,2357,71379,2019-06-13 00:00:00,11,24
7415,2525,318560,2019-06-02 00:00:00,44,58
7414,2667,47770,2019-06-11 00:00:00,10,92
7413,2735,90846,2019-06-11 00:00:00,14,24
7412,2675,184302,2019-06-15 00:00:00,27,34
7411,2212,144648,2019-06-05 00:00:00,21,70
7410,2401,105094,2019-06-25 00:00:00,22,92
7409,2564,238329,2019-06-07 00:00:00,39,80
7408,2640,63375,2019-06-10 00:00:00,13,83
7407,2952,103887,2019-06-01 00:00:00,17,80
7406,2439,164997,2019-06-15 00:00:00,27,80
7405,2053,31395,2019-06-06 00:00:00,13,8
7404,2378,80670,2019-06-03 00:00:00,10,44
7403,2564,160018,2019-06-05 00:00:00,19,29
7402,2549,69320,2019-06-29 00:00:00,20,1
7401,2891,246375,2019-06-20 00:00:00,45,31
7400,2142,262015,2019-06-21 00:00:00,29,69
7399,2874,208050,2019-06-01 00:00:00,38,31
7398,2804,231712,2019-06-16 00:00:00,32,67
7397,2987,307170,2019-06-19 00:00:00,45,34
7396,2743,205216,2019-06-28 00:00:00,22,17
7395,2598,158576,2019-06-09 00:00:00,17,17
7394,2530,241536,2019-06-24 00:00:00,32,66
7393,2645,206568,2019-06-08 00:00:00,38,3
7392,2860,122220,2019-06-17 00:00:00,20,80
7391,2461,129694,2019-06-20 00:00:00,19,34
7390,2982,171424,2019-06-03 00:00:00,22,0
7389,2352,310282,2019-06-23 00:00:00,37,76
7388,2875,128520,2019-06-22 00:00:00,28,78
7387,2491,238910,2019-06-11 00:00:00,35,34
7386,2565,38126,2019-06-09 00:00:00,11,1
7385,2668,275520,2019-06-24 00:00:00,40,70
7384,2681,135525,2019-06-02 00:00:00,15,69
7383,2147,167720,2019-06-27 00:00:00,20,76
7382,2156,195027,2019-06-06 00:00:00,21,38
7381,2865,356580,2019-06-05 00:00:00,36,2
7380,2291,73125,2019-06-10 00:00:00,15,83
7379,2615,120450,2019-06-27 00:00:00,22,31
7378,2793,214500,2019-06-12 00:00:00,44,83
7377,2767,100800,2019-06-14 00:00:00,32,51
7376,2376,227124,2019-06-13 00:00:00,27,5
7375,2499,74240,2019-06-22 00:00:00,29,6
7374,2002,243194,2019-06-19 00:00:00,29,76
7373,2967,59700,2019-06-04 00:00:00,30,39
7372,2641,178290,2019-06-17 00:00:00,18,2
7371,2242,81792,2019-06-25 00:00:00,32,86
7370,2922,148888,2019-06-23 00:00:00,37,81
7369,2531,91305,2019-06-01 00:00:00,15,36
7368,2716,41968,2019-06-09 00:00:00,16,27
7367,2719,195572,2019-06-09 00:00:00,26,40
7366,2828,48524,2019-06-15 00:00:00,14,1
7365,2384,313588,2019-06-24 00:00:00,44,12
7364,2259,48524,2019-06-16 00:00:00,14,49
7363,2068,58788,2019-06-19 00:00:00,23,86
7362,2558,136092,2019-06-05 00:00:00,44,16
7361,2377,158480,2019-06-10 00:00:00,16,2
7360,2655,233508,2019-06-10 00:00:00,33,42
7359,2336,102046,2019-06-12 00:00:00,14,7
7358,2606,270826,2019-06-15 00:00:00,38,12
7357,2367,371480,2019-06-07 00:00:00,40,38
7356,2061,177474,2019-06-21 00:00:00,22,44
7355,2844,247625,2019-06-01 00:00:00,25,2
7354,2566,318604,2019-06-03 00:00:00,44,67
7353,2984,107446,2019-06-04 00:00:00,31,49
7352,2685,165312,2019-06-09 00:00:00,24,70
7351,2309,311320,2019-06-15 00:00:00,43,58
7350,2764,111348,2019-06-19 00:00:00,36,16
7349,2455,238920,2019-06-11 00:00:00,33,58
7348,2749,89934,2019-06-16 00:00:00,13,18
7347,2333,204780,2019-06-22 00:00:00,30,34
7346,2594,50715,2019-06-23 00:00:00,21,8
7345,2439,120060,2019-06-19 00:00:00,23,90
7344,2169,163824,2019-06-19 00:00:00,24,34
7343,2319,214020,2019-06-19 00:00:00,41,90
7342,2230,159885,2019-06-15 00:00:00,19,65
7341,2013,40599,2019-06-15 00:00:00,13,15
7340,2434,109908,2019-06-09 00:00:00,43,86
7339,2672,326483,2019-06-12 00:00:00,41,87
7338,2772,14916,2019-06-23 00:00:00,12,23
7337,2733,165312,2019-06-13 00:00:00,24,70
7336,2169,334332,2019-06-12 00:00:00,36,38
7335,2002,104871,2019-06-26 00:00:00,13,44
7334,2671,42262,2019-06-02 00:00:00,34,23
7333,2426,151776,2019-06-22 00:00:00,17,20
7332,2462,297150,2019-06-11 00:00:00,30,2
7331,2177,107520,2019-06-03 00:00:00,42,6
7330,2377,62388,2019-06-01 00:00:00,18,1
7329,2078,76252,2019-06-29 00:00:00,22,49
7328,2839,162630,2019-06-29 00:00:00,18,69
7327,2705,286938,2019-06-26 00:00:00,38,22
7326,2319,373502,2019-06-16 00:00:00,38,35
7325,2515,35840,2019-06-22 00:00:00,14,6
7324,2058,33561,2019-06-13 00:00:00,27,23
7323,2231,75220,2019-06-01 00:00:00,10,40
7322,2627,118304,2019-06-24 00:00:00,32,71
7321,2902,33280,2019-06-12 00:00:00,13,6
7320,2111,71680,2019-06-07 00:00:00,28,6
7319,2676,43470,2019-06-19 00:00:00,18,8
7318,2512,104400,2019-06-06 00:00:00,20,90
7317,2387,339795,2019-06-13 00:00:00,45,22
7316,2720,311614,2019-06-03 00:00:00,37,29
7315,2005,173006,2019-06-05 00:00:00,23,40
7314,2044,109871,2019-06-09 00:00:00,23,92
7313,2716,129395,2019-06-23 00:00:00,35,71
7312,2775,146146,2019-06-17 00:00:00,26,57
7311,2590,55080,2019-06-15 00:00:00,12,78
7310,2028,168714,2019-06-08 00:00:00,26,24
7309,2254,151125,2019-06-06 00:00:00,31,83
7308,2346,302832,2019-06-26 00:00:00,36,5
7307,2273,163988,2019-06-23 00:00:00,22,55
7306,2383,117768,2019-06-14 00:00:00,14,5
7305,2801,56336,2019-06-10 00:00:00,14,81
7304,2080,286824,2019-06-26 00:00:00,38,66
7303,2046,86892,2019-06-27 00:00:00,12,67
7302,2068,346675,2019-06-09 00:00:00,35,2
7301,2881,310464,2019-06-07 00:00:00,36,89
7300,2640,330747,2019-06-07 00:00:00,41,44
7299,2306,127368,2019-06-24 00:00:00,18,42
7298,2591,71655,2019-06-05 00:00:00,15,92
7297,2760,45991,2019-06-26 00:00:00,37,23
7296,2292,183600,2019-06-05 00:00:00,40,78
7295,2240,188697,2019-06-06 00:00:00,31,36
7294,2248,417915,2019-06-04 00:00:00,45,38
7293,2084,264928,2019-06-07 00:00:00,34,0
7292,2590,37758,2019-06-17 00:00:00,29,9
7291,2632,163921,2019-06-12 00:00:00,23,12
7290,2318,101360,2019-06-14 00:00:00,14,58
7289,2164,306546,2019-06-25 00:00:00,38,44
7288,2865,171048,2019-06-07 00:00:00,24,12
7287,2938,120720,2019-06-19 00:00:00,30,81
7286,2558,198352,2019-06-11 00:00:00,23,89
7285,2891,144800,2019-06-23 00:00:00,20,58
7284,2207,211344,2019-06-14 00:00:00,28,66
7283,2458,84150,2019-06-01 00:00:00,10,65
7282,2802,176922,2019-06-05 00:00:00,18,35
7281,2401,307170,2019-06-02 00:00:00,45,34
7280,2887,117908,2019-06-16 00:00:00,14,29
7279,2924,330582,2019-06-24 00:00:00,42,10
7278,2733,134176,2019-06-04 00:00:00,16,76
7277,2926,83184,2019-06-17 00:00:00,24,1
7276,2687,256662,2019-06-04 00:00:00,42,80
7275,2740,235896,2019-06-26 00:00:00,24,35
7274,2266,122220,2019-06-04 00:00:00,20,80
7273,2713,202592,2019-06-03 00:00:00,26,0
7272,2959,68706,2019-06-14 00:00:00,22,15
7271,2538,222888,2019-06-06 00:00:00,24,38
7270,2939,188050,2019-06-10 00:00:00,25,40
7269,2482,187488,2019-06-18 00:00:00,21,20
7268,2339,246582,2019-06-02 00:00:00,38,24
7267,2116,118304,2019-06-28 00:00:00,32,71
7266,2938,138533,2019-06-26 00:00:00,29,92
7265,2723,139305,2019-06-04 00:00:00,15,38
7264,2819,192780,2019-06-27 00:00:00,42,78
7263,2461,100800,2019-06-09 00:00:00,32,51
7262,2634,100800,2019-06-13 00:00:00,32,51
7261,2693,119592,2019-06-27 00:00:00,22,3
7260,2544,144648,2019-06-23 00:00:00,21,70
7259,2782,143174,2019-06-18 00:00:00,17,29
7258,2575,247660,2019-06-12 00:00:00,35,42
7257,2676,49837,2019-06-04 00:00:00,19,27
7256,2639,133110,2019-06-09 00:00:00,29,78
7255,2176,223872,2019-06-27 00:00:00,24,17
7254,2248,148888,2019-06-25 00:00:00,37,81
7253,2358,77610,2019-06-02 00:00:00,39,39
7252,2289,157264,2019-06-03 00:00:00,16,35
7251,2120,94864,2019-06-13 00:00:00,11,89
7250,2388,253022,2019-06-23 00:00:00,31,30
7249,2282,315924,2019-06-29 00:00:00,42,40
7248,2576,96570,2019-06-08 00:00:00,45,46
7247,2901,94120,2019-06-09 00:00:00,13,58
7246,2717,178560,2019-06-07 00:00:00,20,20
7245,2984,178290,2019-06-15 00:00:00,18,2
7244,2309,97944,2019-06-29 00:00:00,12,30
7243,2862,78397,2019-06-29 00:00:00,11,12
7242,2847,37476,2019-06-09 00:00:00,12,15
7241,2435,105094,2019-06-10 00:00:00,22,92
7240,2871,231680,2019-06-19 00:00:00,32,58
7239,2140,307190,2019-06-10 00:00:00,34,69
7238,2428,109356,2019-06-27 00:00:00,13,5
7237,2304,243945,2019-06-13 00:00:00,27,69
7236,2560,219356,2019-06-18 00:00:00,31,42
7235,2086,148048,2019-06-25 00:00:00,19,0
7234,2110,301896,2019-06-29 00:00:00,36,76
7233,2617,209742,2019-06-20 00:00:00,26,44
7232,2348,226530,2019-06-05 00:00:00,30,22
7231,2188,149247,2019-06-18 00:00:00,23,24
7230,2213,252450,2019-06-10 00:00:00,30,65
7229,2596,194800,2019-06-29 00:00:00,25,0
7228,2574,83184,2019-06-14 00:00:00,24,1
7227,2577,233200,2019-06-16 00:00:00,25,17
7226,2650,304392,2019-06-27 00:00:00,44,18
7225,2558,127408,2019-06-22 00:00:00,16,87
7224,2945,266214,2019-06-28 00:00:00,39,34
7223,2333,151416,2019-06-27 00:00:00,18,5
7222,2270,234808,2019-06-01 00:00:00,28,76
7221,2052,116880,2019-06-13 00:00:00,15,0
7220,2904,43520,2019-06-21 00:00:00,17,6
7219,2525,210550,2019-06-07 00:00:00,25,29
7218,2180,255966,2019-06-04 00:00:00,37,18
7217,2907,58767,2019-06-19 00:00:00,19,16
7216,2387,260676,2019-06-28 00:00:00,36,67
7215,2696,45058,2019-06-19 00:00:00,13,1
7214,2209,180528,2019-06-26 00:00:00,24,40
7213,2942,100632,2019-06-16 00:00:00,12,76
7212,2990,289600,2019-06-28 00:00:00,40,58
7211,2721,110313,2019-06-07 00:00:00,17,24
7210,2233,282345,2019-06-14 00:00:00,35,44
7209,2287,112464,2019-06-16 00:00:00,44,86
7208,2956,119425,2019-06-08 00:00:00,25,92
7207,2466,123930,2019-06-19 00:00:00,27,78
7206,2558,162630,2019-06-12 00:00:00,18,69
7205,2324,177476,2019-06-24 00:00:00,26,34
