id,id_vente,prix_total,date_vente,qte_medicament,medicament
5668,1988,370260,2019-04-09 00:00:00,44,65
5667,1914,257136,2019-02-26 00:00:00,33,0
5666,1668,269346,2019-05-29 00:00:00,33,30
5665,1899,410914,2019-04-10 00:00:00,49,76
5664,1196,173952,2019-05-03 00:00:00,32,3
5663,1985,324693,2019-05-03 00:00:00,43,22
5662,1482,282399,2019-01-10 00:00:00,39,67
5661,1858,195857,2019-01-16 00:00:00,41,92
5660,1474,84480,2019-04-27 00:00:00,33,6
5659,1836,320036,2019-05-05 00:00:00,38,29
5658,1340,217440,2019-02-24 00:00:00,40,3
5657,1414,352906,2019-02-26 00:00:00,38,38
5656,1271,296184,2019-03-31 00:00:00,43,70
5655,1385,180375,2019-01-23 00:00:00,37,83
5654,1079,303552,2019-05-13 00:00:00,34,20
5653,1597,241703,2019-03-28 00:00:00,43,57
5652,1484,403776,2019-04-27 00:00:00,48,5
5651,1129,366485,2019-05-14 00:00:00,37,2
5650,1026,261741,2019-02-25 00:00:00,43,36
5649,1571,279866,2019-04-07 00:00:00,41,34
5648,1020,313068,2019-01-13 00:00:00,42,55
5647,1205,244620,2019-03-30 00:00:00,45,3
5646,1495,442305,2019-03-28 00:00:00,45,35
5645,1624,124920,2019-04-19 00:00:00,40,15
5644,1423,201159,2019-05-19 00:00:00,31,24
5643,1621,393160,2019-02-16 00:00:00,40,35
5642,1795,149904,2019-02-28 00:00:00,48,15
5641,1652,386952,2019-04-30 00:00:00,46,5
5640,1780,395505,2019-02-13 00:00:00,47,65
5639,1312,306471,2019-05-23 00:00:00,33,38
5638,1603,298263,2019-02-27 00:00:00,49,36
5637,1856,336480,2019-03-07 00:00:00,40,5
5636,1041,104920,2019-03-04 00:00:00,40,27
5635,1202,294489,2019-01-29 00:00:00,39,22
5634,1533,326480,2019-02-09 00:00:00,35,17
5633,1695,339264,2019-01-05 00:00:00,38,20
5632,1399,226107,2019-02-05 00:00:00,37,80
5631,1134,310464,2019-02-21 00:00:00,36,89
5630,1457,293518,2019-05-21 00:00:00,43,34
5629,1146,97650,2019-04-19 00:00:00,31,51
5628,1385,366224,2019-03-07 00:00:00,47,0
5627,1438,79402,2019-01-27 00:00:00,37,46
5626,1860,335056,2019-02-26 00:00:00,43,0
5625,1333,73630,2019-05-03 00:00:00,37,39
5624,1932,138640,2019-01-16 00:00:00,40,49
5623,1543,318604,2019-02-10 00:00:00,44,67
5622,1090,151200,2019-03-18 00:00:00,48,51
5621,1265,296184,2019-01-31 00:00:00,43,70
5620,1006,107352,2019-02-01 00:00:00,42,86
5619,1329,124776,2019-01-29 00:00:00,36,49
5618,1007,274995,2019-03-09 00:00:00,45,80
5617,1332,260676,2019-05-30 00:00:00,36,67
5616,1684,390054,2019-03-11 00:00:00,42,38
5615,1095,314613,2019-03-01 00:00:00,39,44
5614,1738,180375,2019-04-23 00:00:00,37,83
5613,1514,201132,2019-03-09 00:00:00,37,3
5612,1725,211606,2019-05-30 00:00:00,31,34
5611,1899,311614,2019-05-06 00:00:00,37,29
5610,1134,115020,2019-01-16 00:00:00,45,86
5609,1457,311363,2019-03-30 00:00:00,43,67
5608,1729,301994,2019-03-01 00:00:00,37,30
5607,1157,104920,2019-01-28 00:00:00,40,27
5606,1634,318604,2019-05-20 00:00:00,44,67
5605,1450,79600,2019-02-12 00:00:00,40,39
5604,1693,129150,2019-05-28 00:00:00,41,51
5603,1028,296840,2019-04-16 00:00:00,41,58
5602,1784,301920,2019-05-25 00:00:00,40,66
5601,1660,278314,2019-03-07 00:00:00,37,40
5600,1349,136789,2019-01-08 00:00:00,37,71
5599,1455,243480,2019-05-24 00:00:00,40,36
5598,1143,307824,2019-02-15 00:00:00,33,17
5597,1008,233748,2019-03-26 00:00:00,43,3
5596,1554,276768,2019-03-28 00:00:00,31,20
5595,1363,200871,2019-03-28 00:00:00,33,36
5594,1510,324564,2019-02-13 00:00:00,43,66
5593,1503,286692,2019-01-03 00:00:00,42,34
5592,1653,334295,2019-01-18 00:00:00,37,69
5591,1185,249567,2019-01-19 00:00:00,41,36
5590,1486,263699,2019-02-10 00:00:00,37,12
5589,1486,336600,2019-05-11 00:00:00,40,65
5588,1996,269504,2019-03-21 00:00:00,32,29
5587,1984,140840,2019-05-19 00:00:00,35,81
5586,1557,282399,2019-05-11 00:00:00,39,67
5585,1889,425915,2019-01-08 00:00:00,43,2
5584,1483,193152,2019-03-16 00:00:00,48,81
5583,1042,455630,2019-01-22 00:00:00,46,2
5582,1764,173759,2019-04-30 00:00:00,47,71
5581,1635,180375,2019-01-12 00:00:00,37,83
5580,1360,147880,2019-04-14 00:00:00,40,71
5579,1740,112428,2019-05-20 00:00:00,36,15
5578,1202,89460,2019-02-21 00:00:00,35,86
5577,1134,367290,2019-03-05 00:00:00,45,30
5576,1093,305614,2019-05-07 00:00:00,41,55
5575,1658,219132,2019-01-28 00:00:00,36,36
5574,1823,374976,2019-01-28 00:00:00,42,20
5573,1694,169830,2019-04-03 00:00:00,37,78
5572,1391,214137,2019-05-22 00:00:00,33,24
5571,1337,220416,2019-04-05 00:00:00,32,70
5570,1180,334446,2019-01-07 00:00:00,42,87
5569,1594,244440,2019-03-30 00:00:00,40,80
5568,1813,282360,2019-02-07 00:00:00,39,58
5567,1559,433680,2019-02-13 00:00:00,48,69
5566,1045,262779,2019-04-26 00:00:00,33,87
5565,1494,195857,2019-04-18 00:00:00,41,92
5564,1756,179388,2019-02-27 00:00:00,33,3
5563,1874,310156,2019-02-12 00:00:00,38,30
5562,1417,118035,2019-02-19 00:00:00,45,27
5561,1696,261812,2019-01-28 00:00:00,37,42
5560,1781,115200,2019-03-07 00:00:00,45,6
5559,1130,330582,2019-04-22 00:00:00,42,10
5558,1542,255115,2019-02-22 00:00:00,35,7
5557,1624,123720,2019-01-06 00:00:00,40,16
5556,1904,136816,2019-04-29 00:00:00,34,81
5555,1052,238910,2019-03-22 00:00:00,35,34
5554,1532,138640,2019-05-08 00:00:00,40,49
5553,1468,225258,2019-03-11 00:00:00,33,34
5552,1322,75110,2019-04-03 00:00:00,35,46
5551,1711,266214,2019-05-27 00:00:00,39,34
5550,1168,310156,2019-05-02 00:00:00,38,30
5549,1038,189128,2019-04-20 00:00:00,47,81
5548,1703,117844,2019-01-10 00:00:00,34,1
5547,1463,165240,2019-01-19 00:00:00,36,78
5546,1744,260890,2019-01-11 00:00:00,35,55
5545,1925,310557,2019-05-09 00:00:00,39,87
5544,1112,288304,2019-03-09 00:00:00,37,0
5543,1092,455063,2019-03-05 00:00:00,49,38
5542,1499,347568,2019-01-16 00:00:00,48,67
5541,1646,354948,2019-04-27 00:00:00,44,44
5540,1813,272720,2019-03-12 00:00:00,35,0
5539,1041,111348,2019-01-13 00:00:00,36,16
5538,1484,207648,2019-02-05 00:00:00,32,24
5537,1866,404256,2019-03-14 00:00:00,48,29
5536,1088,55935,2019-05-30 00:00:00,45,23
5535,1643,125904,2019-03-01 00:00:00,48,27
5534,1839,324564,2019-04-02 00:00:00,43,66
5533,1842,42262,2019-02-06 00:00:00,34,23
5532,1022,332572,2019-04-20 00:00:00,47,42
5531,1649,429088,2019-02-03 00:00:00,46,17
5530,1716,298160,2019-04-07 00:00:00,40,55
5529,1940,311472,2019-05-14 00:00:00,48,24
5528,1146,86559,2019-03-20 00:00:00,33,27
5527,1436,108675,2019-02-14 00:00:00,45,8
5526,1437,350640,2019-02-07 00:00:00,45,0
5525,1769,219742,2019-04-03 00:00:00,46,92
5524,1683,302040,2019-02-03 00:00:00,40,22
5523,1250,286089,2019-05-13 00:00:00,47,36
5522,1906,271836,2019-02-14 00:00:00,36,22
5521,1596,402989,2019-03-02 00:00:00,41,35
5520,1329,293358,2019-05-12 00:00:00,39,40
5519,1484,279276,2019-04-30 00:00:00,37,66
5518,1827,346324,2019-04-26 00:00:00,44,10
5517,1674,235191,2019-03-05 00:00:00,33,12
5516,1798,282399,2019-02-23 00:00:00,39,67
5515,1899,320715,2019-03-14 00:00:00,45,12
5514,1606,200871,2019-05-15 00:00:00,33,36
5513,1264,312480,2019-05-20 00:00:00,35,20
5512,1933,318604,2019-02-05 00:00:00,44,67
5511,1455,274995,2019-03-13 00:00:00,45,80
5510,1484,361056,2019-01-05 00:00:00,48,40
5509,1719,370568,2019-03-07 00:00:00,44,29
5508,1610,377370,2019-03-18 00:00:00,45,76
5507,1142,249567,2019-02-20 00:00:00,41,36
5506,1940,354756,2019-04-08 00:00:00,47,66
5505,1352,115020,2019-03-25 00:00:00,45,86
5504,1256,161820,2019-02-10 00:00:00,31,90
5503,1365,293328,2019-04-05 00:00:00,48,80
5502,1228,115200,2019-03-29 00:00:00,45,6
5501,1887,350372,2019-02-07 00:00:00,44,87
5500,1767,246582,2019-05-13 00:00:00,38,24
5499,1356,294624,2019-03-27 00:00:00,33,20
5498,1584,102240,2019-04-18 00:00:00,40,86
5497,1187,262884,2019-01-06 00:00:00,38,18
5496,1711,325800,2019-03-02 00:00:00,45,58
5495,1989,226107,2019-02-16 00:00:00,37,80
5494,1458,113505,2019-01-24 00:00:00,47,8
5493,1055,175500,2019-04-19 00:00:00,36,83
5492,1098,39776,2019-03-26 00:00:00,32,23
5491,1979,245736,2019-01-24 00:00:00,36,34
5490,1557,334642,2019-02-25 00:00:00,41,30
5489,1467,121797,2019-05-28 00:00:00,39,15
5488,1219,267828,2019-04-13 00:00:00,44,36
5487,1623,358432,2019-01-06 00:00:00,46,0
5486,1981,244440,2019-04-24 00:00:00,40,80
5485,1180,220416,2019-05-06 00:00:00,32,70
5484,1734,48174,2019-04-28 00:00:00,37,9
5483,1005,262779,2019-04-15 00:00:00,33,87
5482,1352,396704,2019-04-19 00:00:00,46,89
5481,1141,302940,2019-03-12 00:00:00,36,65
5480,1287,253071,2019-02-23 00:00:00,39,24
5479,1198,124920,2019-03-19 00:00:00,40,15
5478,1286,276768,2019-04-04 00:00:00,31,20
5477,1677,122001,2019-05-16 00:00:00,33,71
5476,1955,380767,2019-04-17 00:00:00,41,38
5475,1863,48477,2019-04-12 00:00:00,39,23
5474,1038,465535,2019-01-25 00:00:00,47,2
5473,1976,154350,2019-04-18 00:00:00,49,51
5472,1986,219375,2019-02-21 00:00:00,45,83
5471,1195,79600,2019-04-08 00:00:00,40,39
5470,1561,410688,2019-02-28 00:00:00,46,20
5469,1926,353304,2019-01-07 00:00:00,42,5
5468,1181,325045,2019-04-24 00:00:00,35,38
5467,1616,102400,2019-05-06 00:00:00,40,6
5466,1500,299334,2019-02-07 00:00:00,42,12
5465,1273,204750,2019-03-13 00:00:00,42,83
5464,1735,192780,2019-04-16 00:00:00,42,78
5463,1418,363792,2019-03-16 00:00:00,39,17
5462,1525,146781,2019-01-27 00:00:00,47,15
5461,1190,260640,2019-05-27 00:00:00,36,58
5460,1190,255654,2019-01-23 00:00:00,42,36
5459,1100,241536,2019-03-19 00:00:00,32,66
5458,1106,416010,2019-01-14 00:00:00,42,2
5457,1666,241536,2019-01-21 00:00:00,32,66
5456,1538,286692,2019-05-23 00:00:00,42,34
5455,1154,103008,2019-03-21 00:00:00,48,46
5454,1991,325045,2019-01-11 00:00:00,35,38
5453,1678,275520,2019-01-26 00:00:00,40,70
5452,1612,375452,2019-02-25 00:00:00,46,30
5451,1713,275120,2019-01-18 00:00:00,38,58
5450,1572,305614,2019-03-17 00:00:00,41,55
5449,1205,313068,2019-02-02 00:00:00,42,55
5448,1230,151470,2019-03-01 00:00:00,33,78
5447,1889,208800,2019-01-19 00:00:00,40,90
5446,1420,378540,2019-03-11 00:00:00,45,5
5445,1386,304392,2019-01-28 00:00:00,44,18
5444,1311,294624,2019-03-18 00:00:00,33,20
5443,1537,107100,2019-02-10 00:00:00,34,51
5442,1116,123720,2019-05-04 00:00:00,40,16
5441,1261,455063,2019-02-20 00:00:00,49,38
5440,1923,332064,2019-02-08 00:00:00,48,18
5439,1896,245736,2019-04-11 00:00:00,36,34
5438,1523,367290,2019-03-10 00:00:00,45,30
5437,1709,66526,2019-04-27 00:00:00,31,46
5436,1839,208800,2019-02-02 00:00:00,40,90
5435,2000,138640,2019-04-28 00:00:00,40,1
5434,1664,235425,2019-03-13 00:00:00,43,31
5433,1793,81313,2019-05-25 00:00:00,31,27
5432,1332,318560,2019-04-28 00:00:00,44,58
5431,1334,207977,2019-05-19 00:00:00,37,57
5430,1604,395834,2019-01-29 00:00:00,47,29
5429,1067,91805,2019-01-27 00:00:00,35,27
5428,1419,277953,2019-05-05 00:00:00,39,12
5427,1727,302594,2019-01-15 00:00:00,38,87
5426,1987,306471,2019-03-29 00:00:00,33,38
5425,1187,306546,2019-02-10 00:00:00,38,44
5424,1675,337512,2019-02-28 00:00:00,49,70
5423,1487,151470,2019-04-08 00:00:00,33,78
5422,1235,91540,2019-03-15 00:00:00,46,39
5421,1192,358432,2019-01-17 00:00:00,46,0
5420,1864,233508,2019-04-29 00:00:00,33,42
5419,1730,360598,2019-01-16 00:00:00,43,76
5418,1716,328068,2019-05-18 00:00:00,39,5
5417,1162,242130,2019-01-07 00:00:00,35,18
5416,1669,327648,2019-03-08 00:00:00,48,34
5415,1581,170062,2019-04-11 00:00:00,46,71
5414,1693,235191,2019-01-02 00:00:00,33,12
5413,1753,311355,2019-01-15 00:00:00,37,65
5412,1592,340280,2019-04-19 00:00:00,47,58
5411,1434,50778,2019-01-07 00:00:00,39,9
5410,1326,251872,2019-02-09 00:00:00,32,10
5409,1154,102297,2019-02-18 00:00:00,39,27
5408,1582,233748,2019-01-20 00:00:00,43,3
5407,1624,323446,2019-02-10 00:00:00,43,40
5406,1043,240900,2019-02-02 00:00:00,44,31
5405,1657,290116,2019-02-10 00:00:00,41,42
5404,1426,110912,2019-01-24 00:00:00,32,1
5403,1209,62496,2019-04-08 00:00:00,48,9
5402,1276,50963,2019-03-19 00:00:00,41,23
5401,1456,263270,2019-01-26 00:00:00,35,40
5400,1683,362146,2019-02-03 00:00:00,43,29
5399,1851,219375,2019-03-19 00:00:00,45,83
5398,1801,210188,2019-04-04 00:00:00,44,92
5397,1003,142106,2019-02-04 00:00:00,41,1
5396,1611,147880,2019-04-29 00:00:00,40,71
5395,1904,71640,2019-03-15 00:00:00,36,39
5394,1205,465535,2019-02-19 00:00:00,47,2
5393,1293,323736,2019-04-28 00:00:00,47,70
5392,1409,260676,2019-05-06 00:00:00,36,67
5391,1018,371480,2019-03-03 00:00:00,40,38
5390,1758,261741,2019-02-20 00:00:00,43,36
5389,1476,424645,2019-04-17 00:00:00,47,69
5388,1773,314528,2019-03-09 00:00:00,32,35
5387,1506,270742,2019-04-28 00:00:00,34,87
5386,1523,304392,2019-05-13 00:00:00,44,18
5385,1831,233748,2019-01-20 00:00:00,43,3
5384,1637,311472,2019-01-22 00:00:00,48,24
5383,1843,235212,2019-05-02 00:00:00,34,18
5382,1686,213045,2019-01-28 00:00:00,35,36
5381,1589,412678,2019-04-01 00:00:00,49,29
5380,1924,117534,2019-04-17 00:00:00,38,16
5379,1014,292207,2019-04-30 00:00:00,41,12
5378,1911,232084,2019-04-24 00:00:00,34,34
5377,1145,346324,2019-04-29 00:00:00,44,10
5376,1713,368984,2019-03-24 00:00:00,44,76
5375,1854,142290,2019-04-05 00:00:00,31,78
5374,1705,255966,2019-05-01 00:00:00,37,18
5373,1933,103950,2019-03-19 00:00:00,33,51
5372,1076,249445,2019-03-03 00:00:00,35,12
5371,1137,171972,2019-05-03 00:00:00,36,92
5370,1102,169830,2019-05-24 00:00:00,37,78
5369,1872,296881,2019-03-19 00:00:00,41,67
5368,1921,240093,2019-03-19 00:00:00,37,24
5367,1539,112640,2019-02-07 00:00:00,44,6
5366,1655,335440,2019-01-30 00:00:00,40,76
5365,1329,225258,2019-04-04 00:00:00,33,34
5364,1362,224840,2019-05-16 00:00:00,40,57
5363,1282,260676,2019-03-30 00:00:00,36,67
5362,1758,104920,2019-02-21 00:00:00,40,27
5361,1938,332064,2019-02-02 00:00:00,48,18
5360,1747,335440,2019-05-30 00:00:00,40,76
5359,1200,374261,2019-01-29 00:00:00,47,87
5358,1074,186150,2019-01-17 00:00:00,34,31
5357,1914,225959,2019-01-14 00:00:00,31,7
5356,1829,383614,2019-01-21 00:00:00,47,30
5355,1545,278705,2019-03-30 00:00:00,35,87
5354,1028,261184,2019-05-18 00:00:00,32,30
5353,1705,140840,2019-04-14 00:00:00,35,81
5352,1455,382224,2019-03-05 00:00:00,48,87
5351,1505,207648,2019-03-02 00:00:00,32,24
5350,1744,319770,2019-04-02 00:00:00,38,65
5349,1236,54684,2019-01-21 00:00:00,42,9
5348,1871,170062,2019-03-13 00:00:00,46,71
5347,1741,298479,2019-05-16 00:00:00,37,44
5346,1534,261741,2019-01-23 00:00:00,43,36
5345,1400,353430,2019-02-14 00:00:00,42,65
5344,1952,87560,2019-05-18 00:00:00,44,39
5343,1476,348192,2019-01-26 00:00:00,39,20
5342,1342,262404,2019-03-05 00:00:00,36,7
5341,1509,159436,2019-01-16 00:00:00,46,1
5340,1267,319656,2019-03-14 00:00:00,38,5
5339,1706,206550,2019-04-19 00:00:00,45,78
5338,1325,280085,2019-04-10 00:00:00,31,69
5337,1961,294525,2019-02-22 00:00:00,35,65
5336,1869,131708,2019-02-10 00:00:00,38,1
5335,1562,93530,2019-05-25 00:00:00,47,39
5334,1917,210188,2019-03-31 00:00:00,44,92
5333,1797,131708,2019-01-08 00:00:00,38,1
5332,1315,190260,2019-01-24 00:00:00,35,3
5331,1070,253435,2019-02-22 00:00:00,35,67
5330,1573,142290,2019-05-30 00:00:00,31,78
5329,1760,283638,2019-03-30 00:00:00,41,18
5328,1189,179010,2019-01-11 00:00:00,39,78
5327,1251,61194,2019-05-15 00:00:00,47,9
5326,1393,118674,2019-02-09 00:00:00,38,15
5325,1329,183600,2019-05-18 00:00:00,40,78
5324,1491,98976,2019-02-20 00:00:00,32,16
5323,1424,328005,2019-05-11 00:00:00,45,7
5322,1533,330336,2019-03-09 00:00:00,37,20
5321,1961,66526,2019-01-08 00:00:00,31,46
5320,1284,228294,2019-04-06 00:00:00,33,18
5319,1792,338490,2019-05-28 00:00:00,45,40
5318,1517,298496,2019-05-19 00:00:00,32,17
5317,1502,129395,2019-03-19 00:00:00,35,71
5316,1236,294770,2019-02-04 00:00:00,35,29
5315,1309,325800,2019-03-05 00:00:00,45,58
5314,1958,346724,2019-01-30 00:00:00,49,42
5313,1130,354948,2019-02-16 00:00:00,44,44
5312,1807,260865,2019-01-29 00:00:00,31,65
5311,1915,94424,2019-01-18 00:00:00,44,46
5310,1178,107520,2019-05-20 00:00:00,42,6
5309,1321,219000,2019-03-18 00:00:00,40,31
5308,1148,101430,2019-05-15 00:00:00,42,8
5307,1846,48174,2019-05-19 00:00:00,37,9
5306,1414,346012,2019-04-02 00:00:00,46,40
5305,1621,290116,2019-01-29 00:00:00,41,42
5304,1976,260772,2019-05-20 00:00:00,31,5
5303,1131,58421,2019-01-04 00:00:00,47,23
5302,1043,253435,2019-03-30 00:00:00,35,67
5301,1061,105162,2019-02-01 00:00:00,34,16
5300,1008,101430,2019-03-24 00:00:00,42,8
5299,1082,316848,2019-02-27 00:00:00,46,70
5298,1854,299439,2019-03-10 00:00:00,49,80
5297,1839,79402,2019-03-14 00:00:00,37,46
5296,1185,316225,2019-02-20 00:00:00,35,69
5295,1444,110250,2019-04-10 00:00:00,35,51
5294,1317,310464,2019-04-19 00:00:00,36,89
5293,1508,154350,2019-02-20 00:00:00,49,51
5292,1278,256632,2019-04-28 00:00:00,34,66
5291,1075,275485,2019-01-16 00:00:00,35,10
5290,1697,370260,2019-01-27 00:00:00,44,65
5289,1897,108675,2019-01-21 00:00:00,45,8
5288,1347,40362,2019-05-24 00:00:00,31,9
5287,1749,378990,2019-05-07 00:00:00,45,29
5286,1042,91540,2019-03-28 00:00:00,46,39
5285,1978,296881,2019-02-23 00:00:00,41,67
5284,1829,361400,2019-03-22 00:00:00,40,69
5283,1509,240584,2019-03-18 00:00:00,34,42
5282,1231,210188,2019-05-22 00:00:00,44,92
5281,1498,298496,2019-03-20 00:00:00,32,17
5280,1857,219742,2019-01-16 00:00:00,46,92
5279,1053,128043,2019-04-02 00:00:00,41,15
5278,1231,320715,2019-02-02 00:00:00,45,12
5277,1374,275964,2019-03-09 00:00:00,39,42
5276,1905,224910,2019-04-13 00:00:00,49,78
5275,1592,309960,2019-01-13 00:00:00,45,70
5274,1786,276738,2019-02-27 00:00:00,33,76
5273,1732,471792,2019-03-23 00:00:00,48,35
5272,1920,174420,2019-02-13 00:00:00,38,78
5271,1405,196735,2019-03-08 00:00:00,35,57
5270,1931,241632,2019-02-26 00:00:00,32,22
5269,1248,272720,2019-05-18 00:00:00,35,0
5268,1173,326480,2019-05-12 00:00:00,40,30
5267,1434,457072,2019-04-18 00:00:00,49,17
5266,1427,214020,2019-04-27 00:00:00,41,90
5265,1152,123281,2019-04-08 00:00:00,47,27
5264,1060,235425,2019-04-12 00:00:00,43,31
5263,1216,242318,2019-01-06 00:00:00,34,12
5262,1756,94428,2019-05-07 00:00:00,36,27
5261,1367,151470,2019-03-03 00:00:00,33,78
5260,1940,152864,2019-04-18 00:00:00,32,92
5259,1682,107446,2019-04-23 00:00:00,31,49
5258,1564,229296,2019-03-27 00:00:00,48,92
5257,1550,233604,2019-01-03 00:00:00,36,24
5256,1137,171972,2019-02-12 00:00:00,36,92
5255,1123,296184,2019-05-26 00:00:00,43,70
5254,1807,362208,2019-01-24 00:00:00,42,89
5253,1639,160960,2019-03-07 00:00:00,40,81
5252,1476,340280,2019-04-16 00:00:00,47,58
5251,1608,396704,2019-04-15 00:00:00,46,89
5250,1950,261744,2019-01-02 00:00:00,38,70
5249,1844,131166,2019-03-21 00:00:00,42,15
5248,1153,428544,2019-05-27 00:00:00,48,20
5247,1289,298496,2019-02-16 00:00:00,32,17
5246,1740,273040,2019-04-06 00:00:00,40,34
5245,1617,250077,2019-04-01 00:00:00,31,44
5244,1323,68672,2019-01-31 00:00:00,32,46
5243,1314,318228,2019-02-07 00:00:00,46,18
5242,1077,268344,2019-03-19 00:00:00,36,55
5241,1021,396704,2019-01-30 00:00:00,46,89
5240,1197,117576,2019-04-10 00:00:00,46,86
5239,1067,259560,2019-03-30 00:00:00,40,24
5238,1192,332572,2019-02-21 00:00:00,47,42
5237,1603,386952,2019-03-16 00:00:00,46,5
5236,1990,313068,2019-04-18 00:00:00,42,55
5235,1610,224250,2019-03-04 00:00:00,46,83
5234,1442,260676,2019-03-31 00:00:00,36,67
5233,1215,200871,2019-01-29 00:00:00,33,36
5232,1729,327842,2019-04-04 00:00:00,46,12
5231,1599,190125,2019-03-27 00:00:00,39,83
5230,1049,220937,2019-01-09 00:00:00,31,12
5229,1108,185493,2019-03-31 00:00:00,33,57
5228,1893,249445,2019-04-24 00:00:00,35,12
5227,1700,309591,2019-05-21 00:00:00,41,22
5226,1640,46872,2019-04-27 00:00:00,36,9
5225,1602,300344,2019-03-15 00:00:00,44,34
5224,1843,238329,2019-01-19 00:00:00,39,80
5223,1509,336770,2019-02-03 00:00:00,34,2
5222,1782,362208,2019-01-14 00:00:00,42,89
5221,1418,276720,2019-04-25 00:00:00,40,18
5220,1509,225959,2019-05-01 00:00:00,31,7
5219,1942,289296,2019-02-22 00:00:00,42,70
5218,1098,303888,2019-04-22 00:00:00,39,0
5217,1475,211606,2019-02-28 00:00:00,31,34
5216,1838,54692,2019-04-10 00:00:00,44,23
5215,1471,428544,2019-03-07 00:00:00,48,20
5214,1505,55986,2019-05-30 00:00:00,43,9
5213,1509,320036,2019-04-20 00:00:00,38,29
5212,1190,311355,2019-05-30 00:00:00,37,65
5211,1776,108675,2019-01-30 00:00:00,45,8
5210,1750,259560,2019-02-27 00:00:00,40,24
5209,1481,131708,2019-05-14 00:00:00,38,1
5208,1173,114378,2019-05-24 00:00:00,33,49
5207,1332,152504,2019-04-01 00:00:00,44,49
5206,1604,233748,2019-05-19 00:00:00,43,3
5205,1602,424645,2019-03-27 00:00:00,47,69
5204,1253,195000,2019-02-03 00:00:00,40,83
5203,1187,353430,2019-05-24 00:00:00,42,65
5202,1344,110912,2019-02-18 00:00:00,32,49
5201,1053,362208,2019-02-20 00:00:00,42,89
5200,1797,166365,2019-04-04 00:00:00,45,71
5199,1012,156936,2019-02-15 00:00:00,39,81
5198,1652,197176,2019-01-29 00:00:00,49,81
5197,1425,336880,2019-01-03 00:00:00,40,29
5196,1607,275158,2019-03-11 00:00:00,38,67
5195,1986,151577,2019-05-21 00:00:00,41,71
5194,1197,334295,2019-03-30 00:00:00,37,69
5193,1885,339264,2019-03-08 00:00:00,38,20
5192,1776,285516,2019-03-26 00:00:00,44,24
5191,1132,110166,2019-03-24 00:00:00,42,27
5190,1141,270742,2019-05-06 00:00:00,34,87
5189,1934,297184,2019-02-12 00:00:00,32,38
5188,1883,271836,2019-02-28 00:00:00,36,22
5187,1586,50778,2019-05-30 00:00:00,39,9
5186,1187,395834,2019-05-12 00:00:00,47,29
5185,1177,412335,2019-05-17 00:00:00,49,65
5184,1447,343826,2019-02-15 00:00:00,41,76
5183,1892,115200,2019-04-06 00:00:00,45,6
5182,1726,84480,2019-05-10 00:00:00,33,6
5181,1529,280085,2019-05-25 00:00:00,31,69
5180,1493,239184,2019-01-20 00:00:00,44,3
5179,1303,45991,2019-03-04 00:00:00,37,23
5178,1235,206568,2019-05-22 00:00:00,38,3
5177,1937,294525,2019-04-20 00:00:00,35,65
5176,1993,231712,2019-01-29 00:00:00,32,67
5175,1573,442715,2019-02-13 00:00:00,49,69
5174,1174,220626,2019-02-13 00:00:00,34,24
5173,1438,173032,2019-03-18 00:00:00,43,81
5172,1630,261744,2019-03-04 00:00:00,38,70
5171,1531,50963,2019-04-29 00:00:00,41,23
5170,1472,305614,2019-03-20 00:00:00,41,55
5169,1884,109305,2019-01-13 00:00:00,35,15
5168,1377,298849,2019-01-31 00:00:00,41,7
5167,1138,123281,2019-04-03 00:00:00,47,27
5166,1284,185250,2019-01-21 00:00:00,38,83
5165,1081,408628,2019-01-12 00:00:00,44,38
5164,1357,345302,2019-03-25 00:00:00,41,29
5163,1487,250551,2019-03-01 00:00:00,41,80
5162,1425,387412,2019-03-14 00:00:00,46,29
5161,1452,276982,2019-02-02 00:00:00,38,7
5160,1226,148888,2019-04-26 00:00:00,37,81
5159,1632,221376,2019-02-02 00:00:00,32,18
5158,1988,85570,2019-03-31 00:00:00,43,39
5157,1686,134289,2019-03-20 00:00:00,43,15
5156,1528,151577,2019-02-06 00:00:00,41,71
5155,1408,438416,2019-02-21 00:00:00,47,17
5154,1875,289600,2019-02-21 00:00:00,40,58
5153,1501,211140,2019-01-17 00:00:00,46,78
5152,1096,340327,2019-05-28 00:00:00,47,67
5151,1869,89460,2019-05-22 00:00:00,35,86
5150,1399,297192,2019-03-21 00:00:00,42,42
5149,1090,277508,2019-03-31 00:00:00,34,30
5148,1066,124920,2019-05-29 00:00:00,40,15
5147,1762,280085,2019-04-13 00:00:00,31,69
5146,1252,71640,2019-04-27 00:00:00,36,39
5145,1782,359128,2019-04-10 00:00:00,44,30
5144,1582,346675,2019-05-15 00:00:00,35,2
5143,1514,104920,2019-03-14 00:00:00,40,27
5142,1539,166368,2019-05-02 00:00:00,48,49
5141,1236,211606,2019-03-20 00:00:00,31,34
5140,1949,233604,2019-05-23 00:00:00,36,24
5139,1303,117576,2019-01-25 00:00:00,46,86
5138,1661,220320,2019-01-06 00:00:00,48,78
5137,1986,261082,2019-04-14 00:00:00,31,29
5136,1891,94572,2019-02-19 00:00:00,37,86
5135,1212,326480,2019-04-28 00:00:00,35,17
5134,1317,180375,2019-02-02 00:00:00,37,83
5133,1499,81590,2019-02-24 00:00:00,41,39
5132,1600,208800,2019-04-23 00:00:00,40,90
